NEU_DATUM;AUFTRAGSNR;AUFTRAGSPOS;ARTIKELNR;BEGINN_ZEIT;ENDE_ZEIT;PERS_NR;LHM_TYP;MENGE_IST;GEWICHT_SOLL;VOLUMEN_KOLLI;PALNR;KUNDENNR;warehouse;area;aisle;house;place;picklocation
04.09.2024;1324;115;1087;14:32:36;14:33:14;52;39;24;8,303;12,896;3,43881E+17;306;51;1;5;25;0;2500
04.09.2024;1324;116;597;14:33:14;14:33:16;52;39;48;13,092;10,14;3,43881E+17;306;51;1;5;25;2;2502
04.09.2024;1324;117;519;14:33:16;14:33:34;52;39;12;4,215;6,625;3,43881E+17;306;51;1;5;26;2;2602
04.09.2024;1324;118;545;14:33:34;14:33:35;52;39;12;4,276;6,342;3,43881E+17;306;51;1;5;27;0;2700
04.09.2024;1324;119;445;14:33:35;14:33:57;52;39;48;12,708;10,441;3,43881E+17;306;51;1;5;30;0;3000
04.09.2024;1324;120;624;14:33:57;14:34:26;52;39;24;6,574;10,019;3,43881E+17;306;51;1;5;34;4;3404
04.09.2024;1324;121;220;14:34:26;14:34:28;52;39;24;8,608;13,315;3,43881E+17;306;51;1;5;35;0;3500
04.09.2024;1324;122;839;14:34:28;14:35:08;52;39;48;17,306;12,675;3,43881E+17;306;51;1;5;37;0;3700
04.09.2024;1324;123;897;14:35:08;14:35:09;52;39;24;6,475;10,11;3,43881E+17;306;51;1;5;37;2;3702
04.09.2024;1324;124;374;14:35:09;14:35:36;52;39;72;19,728;10,034;3,43881E+17;306;51;1;5;37;4;3704
04.09.2024;1324;125;498;14:35:36;14:36:04;52;39;24;6,565;10,049;3,43881E+17;306;51;1;5;38;4;3804
04.09.2024;1324;126;1055;14:36:04;14:36:05;52;39;24;8,467;12,556;3,43881E+17;306;51;1;5;39;0;3900
04.09.2024;1324;127;202;14:36:05;14:36:31;52;39;48;12,664;10,11;3,43881E+17;306;51;1;5;39;2;3902
04.09.2024;1324;128;86;14:36:32;14:38:16;52;39;4;6,767;10,594;3,43881E+17;306;51;1;5;41;4;4104
04.09.2024;1324;129;88;14:36:32;14:38:16;52;39;8;13,534;10,594;3,43881E+17;306;51;1;5;41;4;4104
04.09.2024;1324;130;645;14:38:16;14:38:27;52;39;24;6,642;9,828;3,43881E+17;306;51;1;5;42;0;4200
04.09.2024;1324;131;1117;14:38:27;14:39:27;52;39;12;2,654;4,183;3,43881E+17;306;51;1;6;1;2;102
04.09.2024;1324;132;746;14:39:27;14:39:28;52;39;24;9,082;13,188;3,43881E+17;306;51;1;6;1;4;104
04.09.2024;1324;133;1049;14:39:28;14:39:30;52;39;12;4,241;10,016;3,43881E+17;306;51;1;6;2;3;203
04.09.2024;1324;134;1165;14:39:30;14:39:59;52;39;12;3,19;5,091;3,43881E+17;306;51;1;6;3;0;300
04.09.2024;1324;135;1092;14:39:59;14:40:01;52;39;12;4,123;6,773;3,43881E+17;306;51;1;6;3;1;301
04.09.2024;1324;136;443;14:40:01;14:40:48;52;39;12;4,178;6,907;3,43881E+17;306;51;1;6;3;4;304
04.09.2024;1324;137;1133;14:40:48;14:40:49;52;39;48;16,66;13,578;3,43881E+17;306;51;1;6;4;0;400
04.09.2024;1324;138;369;14:40:49;14:41:12;52;39;24;8,512;13,622;3,43881E+17;306;51;1;6;5;0;500
04.09.2024;1324;139;231;14:41:12;14:41:47;52;39;24;8,428;13,767;3,43881E+17;306;51;1;6;6;0;600
04.09.2024;1324;140;1081;14:41:47;14:41:48;52;39;24;8,675;13,579;3,43881E+17;306;51;1;6;6;4;604
04.09.2024;1324;142;577;14:41:48;14:43:00;52;39;48;16,908;13,352;3,43881E+17;306;51;1;6;8;2;802
04.09.2024;1324;143;66;14:43:00;14:43:02;52;39;12;4,238;7,011;3,43881E+17;306;51;1;6;9;2;902
04.09.2024;1324;144;1116;14:43:02;14:43:19;52;39;24;5,234;4,324;3,43881E+17;306;51;1;6;9;4;904
04.09.2024;1324;145;1178;14:43:19;14:43:46;52;39;24;8,311;12,718;3,43881E+17;306;51;1;6;12;0;1200
04.09.2024;1324;146;804;14:43:46;14:44:18;52;39;6;12,732;17,516;3,43881E+17;306;51;1;6;14;0;1400
04.09.2024;1324;147;177;14:44:19;14:44:20;52;39;8;12,872;14,803;3,43881E+17;306;51;1;6;15;0;1500
04.09.2024;1324;148;1146;14:44:20;14:44:54;52;39;24;8,549;13,16;3,43881E+17;306;51;1;6;16;2;1602
04.09.2024;1324;149;402;14:44:54;14:44:55;52;39;6;12,769;16,365;3,43881E+17;306;51;1;6;17;0;1700
04.09.2024;1324;150;213;14:44:55;14:45:19;52;39;6;12,763;17,592;3,43881E+17;306;51;1;6;18;0;1800
04.09.2024;1324;151;270;14:45:19;14:45:21;52;39;6;12,769;16,365;3,43881E+17;306;51;1;6;18;2;1802
04.09.2024;1324;152;375;14:45:21;14:45:32;52;39;6;12,672;18,219;3,43881E+17;306;51;1;6;19;2;1902
04.09.2024;1324;153;175;14:45:32;14:51:08;52;39;8;8,754;11,55;3,43881E+17;306;51;1;6;25;4;2504
04.09.2024;1324;154;478;14:51:08;14:51:29;52;39;6;12,682;15,789;3,43881E+17;306;51;1;6;28;2;2802
04.09.2024;1324;155;1000;14:51:29;14:54:27;52;39;40;34,205;87,451;3,43881E+17;306;51;1;6;42;0;4200
04.09.2024;1324;156;628;14:17:00;14:18:33;52;39;60;32,64;10,001;3,43881E+17;306;51;1;5;5;2;502
04.09.2024;1324;157;660;13:55:16;13:55:33;52;39;36;18,717;9,979;3,43881E+17;306;51;1;5;4;4;404
04.09.2024;1324;158;629;14:01:04;14:16:59;52;39;12;6,37;9,749;3,43881E+17;306;51;1;5;5;0;500
04.09.2024;1324;159;651;14:20:02;14:20:29;52;39;12;6,239;9,979;3,43881E+17;306;51;1;5;7;2;702
04.09.2024;1324;160;539;13:55:14;13:55:16;52;39;24;12,625;19,245;3,43881E+17;306;51;1;5;4;2;402
04.09.2024;1325;1;871;13:51:54;13:53:54;8;38;42;9,538;70,035;3,43881E+17;306;51;7;7;0;2;2
04.09.2024;1325;2;957;13:53:55;13:54:51;8;39;54;74,928;127,368;3,43881E+17;306;51;7;7;0;3;3
04.09.2024;1325;3;1007;13:48:14;13:48:27;8;39;25;5,579;74,694;3,43881E+17;306;51;7;7;0;4;4
04.09.2024;1325;4;1187;13:54:51;13:54:52;8;38;9;14,872;105,105;3,43881E+17;306;51;7;7;0;5;5
04.09.2024;1325;5;44;13:24:18;13:27:11;8;39;6;12,301;18,605;3,43881E+17;306;51;7;7;2;0;200
04.09.2024;1325;6;895;13:27:11;13:27:24;8;39;6;6,299;9,343;3,43881E+17;306;51;7;7;3;4;304
04.09.2024;1325;7;426;13:27:24;13:27:30;8;39;6;6,504;11,475;3,43881E+17;306;51;7;7;4;4;404
04.09.2024;1325;9;854;13:27:31;13:28:14;8;39;36;77,592;22,01;3,43881E+17;306;51;7;7;7;2;702
04.09.2024;1325;10;940;13:28:14;13:28:23;8;39;6;9,308;14,127;3,43881E+17;306;51;7;7;9;4;904
04.09.2024;1325;11;203;13:28:23;13:28:32;8;39;6;9,369;16,965;3,43881E+17;306;51;7;7;13;0;1300
04.09.2024;1325;12;440;13:28:32;13:28:43;8;39;6;9,214;13,873;3,43881E+17;306;51;7;7;14;2;1402
04.09.2024;1325;13;46;13:28:43;13:28:44;8;39;6;9,298;15,721;3,43881E+17;306;51;7;7;14;4;1404
04.09.2024;1325;14;477;13:28:44;13:29:03;8;39;18;19,104;12,802;3,43881E+17;306;51;7;7;16;2;1602
04.09.2024;1325;15;167;13:29:03;13:29:26;8;39;24;37,528;15,591;3,43881E+17;306;51;7;7;19;4;1904
04.09.2024;1325;16;1112;13:29:27;13:29:38;8;39;24;36,316;16,004;3,43881E+17;306;51;7;7;20;0;2000
04.09.2024;1325;17;526;13:29:42;13:30:13;8;39;6;37,92;13,913;3,43881E+17;306;51;7;7;21;2;2102
04.09.2024;1325;17;526;13:30:13;13:30:15;8;39;18;37,92;13,913;3,43881E+17;306;51;7;7;21;2;2102
04.09.2024;1325;18;327;13:30:15;13:30:35;8;39;12;18,744;14,417;3,43881E+17;306;51;7;7;22;4;2204
04.09.2024;1325;19;723;13:30:35;13:32:14;8;39;108;139,734;13,219;3,43881E+17;306;51;7;7;29;0;2900
04.09.2024;1325;20;1099;13:32:14;13:32:15;8;39;12;18,456;16,457;3,43881E+17;306;51;7;7;30;2;3002
04.09.2024;1325;21;470;13:32:16;13:32:33;8;39;6;6,219;13,653;3,43881E+17;306;51;7;7;33;2;3302
04.09.2024;1325;22;1202;13:32:33;13:32:50;8;39;18;23,256;13;3,43881E+17;306;51;7;7;35;2;3502
04.09.2024;1325;27;860;13:32:51;13:33:02;8;39;8;12,63;12,348;3,43881E+17;306;51;7;7;39;0;3900
04.09.2024;1325;29;722;13:33:02;13:33:37;8;39;24;31,536;13,219;3,43881E+17;306;51;7;7;42;4;4204
04.09.2024;1325;30;382;13:33:44;13:34:10;8;39;42;65,912;17,577;3,43881E+17;306;51;7;8;5;0;500
04.09.2024;1325;31;841;13:34:10;13:34:41;8;39;30;46,37;16,997;3,43881E+17;306;51;7;8;6;0;600
04.09.2024;1325;32;906;13:34:41;13:34:47;8;39;18;27,471;14,644;3,43881E+17;306;51;7;8;6;2;602
04.09.2024;1325;33;208;13:34:47;13:34:59;8;39;12;18,958;16,714;3,43881E+17;306;51;7;8;7;2;702
04.09.2024;1325;34;290;13:34:59;13:35:14;8;39;24;36,988;17,41;3,43881E+17;306;51;7;8;8;0;800
04.09.2024;1325;35;320;13:35:14;13:35:35;8;39;18;28,164;15,909;3,43881E+17;306;51;7;8;9;0;900
04.09.2024;1325;36;302;13:35:35;13:35:55;8;39;24;37,552;17,263;3,43881E+17;306;51;7;8;9;2;902
04.09.2024;1325;37;211;13:35:55;13:36:30;8;39;30;46,85;15,204;3,43881E+17;306;51;7;8;11;0;1100
04.09.2024;1325;38;210;13:36:30;13:36:43;8;39;6;9,459;14,283;3,43881E+17;306;51;7;8;13;0;1300
04.09.2024;1325;39;79;13:36:43;13:36:56;8;39;6;6,473;13,64;3,43881E+17;306;51;7;8;15;2;1502
04.09.2024;1325;40;319;13:36:56;13:37:32;8;39;6;9,482;16,697;3,43881E+17;306;51;7;8;16;2;1602
04.09.2024;1325;41;189;13:37:32;13:37:33;8;39;6;9,221;15,823;3,43881E+17;306;51;7;8;17;0;1700
04.09.2024;1325;42;212;13:37:33;13:37:50;8;39;6;9,38;15,728;3,43881E+17;306;51;7;8;18;0;1800
04.09.2024;1325;43;1167;13:37:50;13:38:22;8;39;12;18,838;17,112;3,43881E+17;306;51;7;8;20;0;2000
04.09.2024;1325;44;911;13:38:22;13:38:24;8;39;12;18,088;14,905;3,43881E+17;306;51;7;8;20;2;2002
04.09.2024;1325;45;858;13:38:24;13:39:22;8;39;24;25,864;23,585;3,43881E+17;306;51;7;8;21;0;2100
04.09.2024;1325;46;1073;13:39:22;13:39:23;8;39;6;9,224;14,035;3,43881E+17;306;51;7;8;21;2;2102
04.09.2024;1325;55;135;13:39:23;13:40:13;8;39;54;84,744;13,403;3,43881E+17;306;51;7;8;24;2;2402
04.09.2024;1325;56;237;13:40:13;13:40:40;8;39;18;28,356;13,623;3,43881E+17;306;51;7;8;25;0;2500
04.09.2024;1325;57;1103;13:40:40;13:41:06;8;39;24;25,608;9,871;3,43881E+17;306;51;7;8;27;0;2700
04.09.2024;1325;58;476;13:41:06;13:44:19;8;39;174;181,946;11,627;3,43881E+17;306;51;7;8;27;2;2702
04.09.2024;1325;59;1008;13:44:19;13:44:46;8;39;6;6,428;11,805;3,43881E+17;306;51;7;8;31;4;3104
04.09.2024;1325;60;864;13:44:46;13:45:02;8;39;36;38,016;9,086;3,43881E+17;306;51;7;8;32;0;3200
04.09.2024;1325;63;707;13:45:02;13:45:18;8;39;12;15,668;12,855;3,43881E+17;306;51;7;8;33;4;3304
04.09.2024;1325;64;707;13:45:02;13:45:18;8;39;6;7,834;12,855;3,43881E+17;306;51;7;8;33;4;3304
04.09.2024;1325;66;1071;13:45:18;13:45:27;8;39;4;5,242;7,978;3,43881E+17;306;51;7;8;34;2;3402
04.09.2024;1325;67;499;13:45:28;13:45:47;8;39;18;18,99;9,771;3,43881E+17;306;51;7;8;36;4;3604
04.09.2024;1325;68;908;13:45:47;13:46:17;8;39;6;6,459;10,777;3,43881E+17;306;51;7;8;38;2;3802
04.09.2024;1325;69;126;13:46:17;13:46:18;8;39;12;12,564;23,53;3,43881E+17;306;51;7;8;39;0;3900
04.09.2024;1325;70;26;13:46:18;13:46:26;8;39;6;6,215;10,184;3,43881E+17;306;51;7;8;39;4;3904
04.09.2024;1325;71;857;13:46:27;13:46:53;8;39;12;12,72;25,662;3,43881E+17;306;51;7;8;41;4;4104
04.09.2024;1325;72;266;13:46:53;13:47:17;8;39;6;4,92;9,398;3,43881E+17;306;51;7;8;43;0;4300
04.09.2024;1325;73;333;13:47:18;13:47:18;8;39;6;4,883;9,154;3,43881E+17;306;51;7;8;44;0;4400
04.09.2024;1325;74;1090;13:47:18;13:47:42;8;39;6;6,492;14,996;3,43881E+17;306;51;7;8;45;0;4500
04.09.2024;1325;75;389;13:47:42;13:47:43;8;39;6;6,383;10,189;3,43881E+17;306;51;7;8;45;4;4504
04.09.2024;1325;76;965;13:47:43;13:48:04;8;39;6;6,42;14,347;3,43881E+17;306;51;7;8;48;4;4804
04.09.2024;1326;1;84;15:12:11;15:12:26;14;40;6;6,817;9,751;3,43881E+17;369;51;1;1;1;4;104
04.09.2024;1326;2;240;15:12:26;15:12:38;14;40;6;7,249;12,185;3,43881E+17;369;51;1;1;2;0;200
04.09.2024;1326;3;467;15:12:38;15:12:40;14;40;6;9,107;18,455;3,43881E+17;369;51;1;1;7;2;702
04.09.2024;1326;4;511;15:12:40;15:12:52;14;40;6;7,032;13,356;3,43881E+17;369;51;1;1;14;4;1404
04.09.2024;1326;5;907;15:12:52;15:13:12;14;40;6;7,172;12,724;3,43881E+17;369;51;1;1;17;0;1700
04.09.2024;1326;6;641;15:13:12;15:13:28;14;40;6;7,941;14,114;3,43881E+17;369;51;1;1;26;4;2604
04.09.2024;1326;7;1119;15:13:28;15:13:52;14;40;6;7,181;12,288;3,43881E+17;369;51;1;1;34;2;3402
04.09.2024;1326;8;451;15:13:52;15:14:10;14;40;6;8,268;15,195;3,43881E+17;369;51;1;2;4;2;402
04.09.2024;1326;9;918;15:14:10;15:14:20;14;40;6;7,542;13,06;3,43881E+17;369;51;1;2;8;4;804
04.09.2024;1326;10;549;15:14:21;15:14:29;14;40;6;8,501;16,632;3,43881E+17;369;51;1;2;10;0;1000
04.09.2024;1326;11;809;15:14:29;15:14:40;14;40;6;8,79;14,854;3,43881E+17;369;51;1;2;14;0;1400
04.09.2024;1326;12;744;15:14:40;15:14:57;14;40;6;8,489;16,62;3,43881E+17;369;51;1;2;19;0;1900
04.09.2024;1326;13;760;15:14:57;15:14:57;14;40;6;7,04;12,481;3,43881E+17;369;51;1;2;24;2;2402
04.09.2024;1326;14;183;15:14:58;15:15:32;14;40;6;6,831;11,304;3,43881E+17;369;51;1;2;33;2;3302
04.09.2024;1326;15;807;15:15:32;15:15:35;14;40;6;8,48;16,68;3,43881E+17;369;51;1;2;34;0;3400
04.09.2024;1326;16;1170;15:15:35;15:15:43;14;40;6;6,761;9,821;3,43881E+17;369;51;1;2;38;4;3804
04.09.2024;1326;17;291;15:15:44;15:15:50;14;40;6;7,604;14,698;3,43881E+17;369;51;1;2;39;0;3900
04.09.2024;1326;18;284;15:15:50;15:15:57;14;40;6;7,017;10,672;3,43881E+17;369;51;1;2;40;0;4000
04.09.2024;1326;19;905;15:15:58;15:16:27;14;40;6;6,823;10,432;3,43881E+17;369;51;1;3;3;4;304
04.09.2024;1326;20;776;15:16:27;15:16:35;14;40;6;6,831;9,874;3,43881E+17;369;51;1;3;4;4;404
04.09.2024;1326;21;813;15:16:35;15:16:50;14;40;6;6,765;12,12;3,43881E+17;369;51;1;3;12;4;1204
04.09.2024;1326;22;815;15:16:50;15:18:08;14;40;6;7,241;12,838;3,43881E+17;369;51;1;3;23;2;2302
04.09.2024;1326;23;397;15:18:08;15:18:08;14;40;6;8,999;15,339;3,43881E+17;369;51;1;3;27;0;2700
04.09.2024;1326;24;582;15:18:09;15:18:28;14;40;6;9,478;15,337;3,43881E+17;369;51;1;3;36;0;3600
04.09.2024;1326;25;236;15:18:28;15:18:44;14;40;6;7,684;10,434;3,43881E+17;369;51;1;3;41;5;4105
04.09.2024;1326;26;1075;15:18:44;15:19:08;14;40;12;5,547;8,708;3,43881E+17;369;51;1;4;8;4;804
04.09.2024;1326;27;293;15:19:08;15:21:07;14;40;6;7,209;11,422;3,43881E+17;369;51;1;4;23;51;2351
04.09.2024;1326;28;38;15:21:07;15:21:08;14;40;6;7,064;12,39;3,43881E+17;369;51;1;4;23;62;2362
04.09.2024;1326;29;427;15:21:08;15:21:09;14;40;12;6,628;9,53;3,43881E+17;369;51;1;4;23;63;2363
04.09.2024;1326;30;41;15:21:09;15:21:44;14;40;24;12,665;18,814;3,43881E+17;369;51;1;4;25;2;2502
04.09.2024;1326;31;1002;15:21:44;15:21:45;14;40;24;12,413;18,722;3,43881E+17;369;51;1;4;26;0;2600
04.09.2024;1326;32;200;15:21:46;15:21:59;14;40;24;12,966;18,444;3,43881E+17;369;51;1;4;31;0;3100
04.09.2024;1326;33;1121;15:21:59;15:22:27;14;40;24;12,396;19,256;3,43881E+17;369;51;1;4;35;0;3500
04.09.2024;1326;34;1115;15:22:27;15:22:28;14;40;24;12,622;18,745;3,43881E+17;369;51;1;4;35;2;3502
04.09.2024;1326;35;194;15:22:28;15:22:45;14;40;24;12,734;18,699;3,43881E+17;369;51;1;4;38;4;3804
04.09.2024;1326;36;1114;15:22:45;15:22:56;14;40;24;12,535;18,652;3,43881E+17;369;51;1;4;39;2;3902
04.09.2024;1326;37;21;15:22:56;15:23:05;14;40;24;12,674;18,808;3,43881E+17;369;51;1;4;40;4;4004
04.09.2024;1326;38;548;15:23:05;15:23:17;14;40;24;12,769;19,426;3,43881E+17;369;51;1;4;42;2;4202
04.09.2024;1326;39;998;15:23:17;15:24:31;14;40;12;6,548;9,72;3,43881E+17;369;51;1;5;13;2;1302
04.09.2024;1326;40;496;15:24:31;15:24:32;14;40;12;6,528;9,688;3,43881E+17;369;51;1;5;14;2;1402
04.09.2024;1326;41;262;15:24:32;15:24:40;14;40;24;8,977;14,273;3,43881E+17;369;51;1;5;15;0;1500
04.09.2024;1326;42;1130;15:24:40;15:24:46;14;40;12;6,56;9,824;3,43881E+17;369;51;1;5;16;2;1602
04.09.2024;1326;43;43;15:24:46;15:24:56;14;40;24;8,332;12,554;3,43881E+17;369;51;1;5;18;0;1800
04.09.2024;1326;44;1086;15:24:56;15:25:06;14;40;24;8,5;13,275;3,43881E+17;369;51;1;5;20;0;2000
04.09.2024;1326;45;991;15:25:06;15:25:17;14;40;24;8,661;12,816;3,43881E+17;369;51;1;5;21;4;2104
04.09.2024;1326;46;1088;15:25:17;15:25:45;14;40;24;8,479;12,951;3,43881E+17;369;51;1;5;24;0;2400
04.09.2024;1326;47;655;15:25:45;15:27:31;14;40;24;8,352;12,788;3,43881E+17;369;51;1;5;28;0;2800
04.09.2024;1326;48;439;15:27:32;15:27:33;14;40;24;8,628;12,758;3,43881E+17;369;51;1;5;30;2;3002
04.09.2024;1326;49;488;15:27:33;15:27:42;14;40;24;8,947;12,923;3,43881E+17;369;51;1;5;31;2;3102
04.09.2024;1326;51;512;15:27:42;15:27:58;14;40;24;6,594;9,868;3,43881E+17;369;51;1;5;36;4;3604
04.09.2024;1326;52;35;15:27:59;15:28:38;14;40;48;17,106;12,602;3,43881E+17;369;51;1;5;38;0;3800
04.09.2024;1326;53;1117;15:33:33;15:36:39;14;40;12;2,654;4,183;3,43881E+17;369;51;1;6;1;2;102
04.09.2024;1326;54;437;15:36:39;15:44:20;14;40;24;8,559;13,693;3,43881E+17;369;51;1;6;4;4;404
04.09.2024;1326;56;1116;15:44:20;15:50:39;14;40;12;2,617;4,324;3,43881E+17;369;51;1;6;9;4;904
04.09.2024;1326;57;962;15:50:39;15:57:01;14;40;24;8,446;12,65;3,43881E+17;369;51;1;6;12;2;1202
04.09.2024;1326;58;820;15:57:02;15:57:32;14;40;6;12,744;17,708;3,43881E+17;369;51;1;6;16;0;1600
04.09.2024;1326;59;270;15:30:08;15:33:33;14;40;6;12,769;16,365;3,43881E+17;369;51;1;6;18;2;1802
04.09.2024;1327;1;957;14:31:45;14:31:52;9;40;18;24,976;127,368;3,43881E+17;369;51;7;7;0;3;3
04.09.2024;1327;2;44;14:02:33;14:03:34;9;40;6;12,301;18,605;3,43881E+17;369;51;7;7;2;0;200
04.09.2024;1327;3;895;14:03:34;14:03:47;9;40;6;6,299;9,343;3,43881E+17;369;51;7;7;3;4;304
04.09.2024;1327;4;426;14:03:47;14:03:57;9;40;12;13,008;11,475;3,43881E+17;369;51;7;7;4;4;404
04.09.2024;1327;5;1097;14:03:57;14:04:05;9;40;18;27,756;15,33;3,43881E+17;369;51;7;7;5;4;504
04.09.2024;1327;6;953;14:04:05;14:04:19;9;40;6;7,996;13,353;3,43881E+17;369;51;7;7;12;0;1200
04.09.2024;1327;7;204;14:04:19;14:04:21;9;40;6;9,306;16,935;3,43881E+17;369;51;7;7;12;2;1202
04.09.2024;1327;8;203;14:04:21;14:04:32;9;40;6;9,369;16,965;3,43881E+17;369;51;7;7;13;0;1300
04.09.2024;1327;9;489;14:04:32;14:04:39;9;40;6;9,236;16,402;3,43881E+17;369;51;7;7;13;4;1304
04.09.2024;1327;10;1120;14:04:39;14:04:45;9;40;6;9,198;15,847;3,43881E+17;369;51;7;7;14;0;1400
04.09.2024;1327;11;440;14:04:45;14:05:04;9;40;18;27,642;13,873;3,43881E+17;369;51;7;7;14;2;1402
04.09.2024;1327;12;46;14:05:04;14:05:17;9;40;6;9,298;15,721;3,43881E+17;369;51;7;7;14;4;1404
04.09.2024;1327;13;255;14:05:17;14:05:18;9;40;6;9,328;16,046;3,43881E+17;369;51;7;7;15;2;1502
04.09.2024;1327;14;441;14:05:18;14:05:26;9;40;6;9,208;15,683;3,43881E+17;369;51;7;7;15;4;1504
04.09.2024;1327;15;1166;14:05:26;14:05:41;9;40;6;9,287;14,039;3,43881E+17;369;51;7;7;19;2;1902
04.09.2024;1327;16;1112;14:05:41;14:05:53;9;40;6;9,079;16,004;3,43881E+17;369;51;7;7;20;0;2000
04.09.2024;1327;17;526;14:05:53;14:05:55;9;40;6;9,48;13,913;3,43881E+17;369;51;7;7;21;2;2102
04.09.2024;1327;18;58;14:05:55;14:05:56;9;40;6;8,082;14,347;3,43881E+17;369;51;7;7;21;4;2104
04.09.2024;1327;19;186;14:05:56;14:06:14;9;40;6;9,363;14,342;3,43881E+17;369;51;7;7;22;0;2200
04.09.2024;1327;20;700;14:06:14;14:07:07;9;40;6;6,448;11,266;3,43881E+17;369;51;7;7;26;0;2600
04.09.2024;1327;21;57;14:07:07;14:07:19;9;40;6;8,826;14,346;3,43881E+17;369;51;7;7;28;2;2802
04.09.2024;1327;22;436;14:07:19;14:07:42;9;40;6;9,294;14,417;3,43881E+17;369;51;7;7;28;4;2804
04.09.2024;1327;23;723;14:07:42;14:07:48;9;40;24;31,052;13,219;3,43881E+17;369;51;7;7;29;0;2900
04.09.2024;1327;24;134;14:07:48;14:08:04;9;40;6;9,25;14,277;3,43881E+17;369;51;7;7;29;2;2902
04.09.2024;1327;25;910;14:08:04;14:08:42;9;40;6;7,756;14,698;3,43881E+17;369;51;7;7;33;0;3300
04.09.2024;1327;26;470;14:08:42;14:08:44;9;40;12;12,438;13,653;3,43881E+17;369;51;7;7;33;2;3302
04.09.2024;1327;27;727;14:08:44;14:12:21;9;40;186;239,847;15,123;3,43881E+17;369;51;7;7;34;2;3402
04.09.2024;1327;28;1200;14:12:21;14:12:23;9;40;6;7,848;13,056;3,43881E+17;369;51;7;7;34;4;3404
04.09.2024;1327;30;303;14:13:08;14:23:31;9;40;18;27,477;18,065;3,43881E+17;369;51;7;8;4;0;400
04.09.2024;1327;31;906;14:23:31;14:23:34;9;40;12;18,314;14,644;3,43881E+17;369;51;7;8;6;2;602
04.09.2024;1327;32;1105;14:23:34;14:24:00;9;40;6;9,533;16,414;3,43881E+17;369;51;7;8;7;0;700
04.09.2024;1327;33;208;14:24:00;14:24:01;9;40;12;18,958;16,714;3,43881E+17;369;51;7;8;7;2;702
04.09.2024;1327;34;61;14:24:01;14:24:30;9;40;18;27,921;16,824;3,43881E+17;369;51;7;8;8;2;802
04.09.2024;1327;35;320;14:24:31;14:24:32;9;40;24;37,552;15,909;3,43881E+17;369;51;7;8;9;0;900
04.09.2024;1327;36;302;14:24:32;14:24:52;9;40;18;28,164;17,263;3,43881E+17;369;51;7;8;9;2;902
04.09.2024;1327;37;211;14:24:52;14:25:11;9;40;12;18,74;15,204;3,43881E+17;369;51;7;8;11;0;1100
04.09.2024;1327;38;210;14:25:11;14:25:21;9;40;18;28,377;14,283;3,43881E+17;369;51;7;8;13;0;1300
04.09.2024;1327;39;209;14:25:21;14:25:57;9;40;12;18,962;13,387;3,43881E+17;369;51;7;8;15;0;1500
04.09.2024;1327;40;79;14:25:57;14:26:17;9;40;12;12,946;13,64;3,43881E+17;369;51;7;8;15;2;1502
04.09.2024;1327;41;212;14:26:17;14:26:19;9;40;12;18,76;15,728;3,43881E+17;369;51;7;8;18;0;1800
04.09.2024;1327;42;148;14:26:19;14:26:37;9;40;6;9,224;13,187;3,43881E+17;369;51;7;8;19;0;1900
04.09.2024;1327;43;1167;14:26:37;14:26:38;9;40;6;9,419;17,112;3,43881E+17;369;51;7;8;20;0;2000
04.09.2024;1327;44;911;14:26:38;14:27:01;9;40;6;9,044;14,905;3,43881E+17;369;51;7;8;20;2;2002
04.09.2024;1327;45;237;14:27:01;14:27:02;9;40;6;9,452;13,623;3,43881E+17;369;51;7;8;25;0;2500
04.09.2024;1327;46;1101;14:27:02;14:27:03;9;40;6;9,545;15,866;3,43881E+17;369;51;7;8;26;2;2602
04.09.2024;1327;47;1103;14:27:03;14:27:23;9;40;12;12,804;9,871;3,43881E+17;369;51;7;8;27;0;2700
04.09.2024;1327;48;1009;14:27:23;14:27:36;9;40;6;6,44;11,592;3,43881E+17;369;51;7;8;29;0;2900
04.09.2024;1327;49;864;14:27:36;14:28:07;9;40;60;63,36;9,086;3,43881E+17;369;51;7;8;32;0;3200
04.09.2024;1327;50;530;14:28:07;14:28:08;9;40;6;6,413;12,294;3,43881E+17;369;51;7;8;32;4;3204
04.09.2024;1327;52;1104;14:28:08;14:28:59;9;40;6;6,335;11,023;3,43881E+17;369;51;7;8;35;0;3500
04.09.2024;1327;53;1053;14:28:59;14:29:12;9;40;6;9,163;14,553;3,43881E+17;369;51;7;8;35;4;3504
04.09.2024;1327;54;1163;14:29:12;14:29:13;9;40;48;50,632;10,703;3,43881E+17;369;51;7;8;37;2;3702
04.09.2024;1327;55;856;14:29:13;14:29:38;9;40;12;12,708;23,739;3,43881E+17;369;51;7;8;38;4;3804
04.09.2024;1327;56;126;14:29:38;14:29:54;9;40;12;12,564;23,53;3,43881E+17;369;51;7;8;39;0;3900
04.09.2024;1327;57;62;14:29:54;14:29:56;9;40;6;6,393;11,817;3,43881E+17;369;51;7;8;42;4;4204
04.09.2024;1327;58;266;14:29:57;14:30:17;9;40;6;4,92;9,398;3,43881E+17;369;51;7;8;43;0;4300
04.09.2024;1327;59;63;14:30:17;14:30:18;9;40;6;6,432;11,567;3,43881E+17;369;51;7;8;43;2;4302
04.09.2024;1327;60;1090;14:30:18;14:30:28;9;40;6;6,492;14,996;3,43881E+17;369;51;7;8;45;0;4500
